Type,Localisation,Latitude,Longitude,Title,Price,Tags
Appartements Casablanca,Nassim 2 à Casablanca,,,"Superbe appartement à vendre à Nassim 2.2 belles chambres. Salon Marocain, sécurité",700 000 DH,"['71 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '4ème étage']"
Appartements Casablanca,Casablanca,,,Face au twins rue calme,1 750 000 DH,"['147 m²', '3 Chambres', '2 Salles de bains']"
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.57243690885356,-7.657556533813477,Cil rare,5 990 000 DH,"['361 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']"
Appartements Casablanca,Sidi Moumen à Casablanca,,,Appartement à vendre à Sidi Moumen. 3 chambres agréables.,,"['101 m²', '4 Pièces', '3 Chambres', '1 Salle de bain', 'Bon état']"
Appartements Casablanca,Sidi Moumen à Casablanca,,,Superbe Appartement à vendre,450 000 DH,"['56 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '2ème étage']"
Appartements Casablanca,Palmier à Casablanca,33.580946541729524,-7.629060745239258,Appartement d’exception à l'achat à Palmier,3 400 000 DH,"['265 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '6ème étage']"
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.598304662993705,-7.644252777099609,Appartement en vente à Bourgogne plein sud,1 400 000 DH,"['75 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '5ème étage']"
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57797899192462,-7.62000560760498,Vente d'un bel appartement a ABdelmoumen,1 256 000 DH,"['84 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '4ème étage']"
Appartements Casablanca,Derb Ghalef à Casablanca,33.569647855047904,-7.6327836513519,DUPLEX DE 6 CHAMBRES à vendre avec terrasse à DERB GHALEF,3 100 000 DH,"['248 m²', '9 Pièces', '6 Chambres', '3 Salles de bains', 'Bon état', '20-30 ans']"
Appartements Casablanca,Anassi à Casablanca,33.54729641431625,-7.61103630065918,Superbe appartement près Blv Mohemed zafzaf,640 000 DH,"['73 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '1-5 ans', '2ème étage']"
Appartements Casablanca,Quartier Bachkou à Casablanca,33.555571418248554,-7.6278753999999935,Vente d'un bel appartement à Casablanca,1 625 000 DH,"['108 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']"
Appartements Casablanca,Maârif à Casablanca,33.57154299116339,-7.636313438415527,Très Bel appart lumineux et ensoleillé à Gautier,1 890 000 DH,"['127 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans', '4ème étage']"
Villas & maisons de luxe Casablanca,Ain Diab Extension à Casablanca,33.57815776287343,-7.692489624023437,Une villa de très haut standing à vendre Aind diab,8 200 000 DH,"['400 m²', '11 Pièces', '6 Chambres', '5 Salles de bains', 'Nouveau']"
Appartements Casablanca,Anfa à Casablanca,33.596175974504256,-7.657470703125,Joli Studio à vendre bvd Zerktouni,1 200 000 DH,"['55 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '2ème étage']"
Appartements Casablanca,Al Qods à Casablanca,33.72177155580477,-7.196044921875,Bel appartement entièrement rénové à Hay Qods,540 000 DH,"['71 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '4ème étage']"
Appartements Casablanca,Les princesses à Casablanca,33.57154299116339,-7.636313438415527,Les princesses vente appartement terrasse,1 950 000 DH,"['160 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Casablanca Finance City à Casablanca,33.5585265011327,-7.605092525482178,Cfc vente appartement terrasse,2 300 000 DH,"['120 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']"
Appartements Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Somptueux appartement en vente à Californie,2 500 000 DH,"['144 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '5ème étage']"
Appartements Casablanca,Sidi Moumen à Casablanca,,,Appartement à l'achat à Sidi Moumen. Surface de 59 m²,480 000 DH,"['59 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '1er étage']"
Appartements Casablanca,Oulfa à Casablanca,33.55627344791359,-7.67918586730957,Superbe appartement à vendre à Oulfa. 2 chambres agréables. Parking et ascenseur,1 350 000 DH,"['129 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans', '2ème étage']"
Appartements Casablanca,Roches Noires à Casablanca,33.59907140752743,-7.587089538574219,Appartements luxueux en plein coeur de Casablanca,930 000 DH,"['105 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '3ème étage']"
Appartements Casablanca,Sidi Maarouf à Casablanca,,,Appartement meublé sans vis à via,1 600 000 DH,"['103 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '2ème étage']"
Appartements Casablanca,Oulfa à Casablanca,33.55627344791359,-7.67918586730957,Lotissement ACHARAF 2 Imm 4 App 24 OULFA,,"['46 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '3ème étage']"
Appartements Casablanca,La Gironde à Casablanca,,,"Appartement à la vente, 90 m2, la Gironde",1 150 000 DH,"['90 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Studio De Charme Avec Terrasse Plein Sud 5 em etage,1 100 000 DH,"['62 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '1-5 ans', '5ème étage']"
Villas & maisons de luxe Casablanca,El Manar - El Hank à Casablanca,,,Magnifique Maison Orientée Plein Sud,7 700 000 DH,"['475 m²', '7 Pièces', '5 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']"
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Appartement en vente à Maârif Extension. 3 belles chambres. Terrasse et ascenseur,1 550 000 DH,"['100 m²', '7 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '4ème étage']"
Appartements Casablanca,Franceville à Casablanca,,,Appartement en vente à Franceville. Superficie 128 m². Avec ascenseur et terrasse,2 200 000 DH,"['128 m²', '8 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '4ème étage']"
Appartements Casablanca,Al Qods à Casablanca,33.557167523684654,-7.59829044342041,Vente d'un bel appartement à Al Qods. 2 grandes pièces. Service de concierge et climatisation,870 000 DH,"['100 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Californie à Casablanca,,,Appartement à vendre à Californie. 4 chambres agréables. Salon traditionnel et porte blindée,5 500 000 DH,"['256 m²', '8 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '5-10 ans']"
Appartements Casablanca,Val Fleury à Casablanca,33.57519011717882,-7.636785507202148,Vente d'un bel appartement à Val Fleury. Superficie 220 m². Chauffage central et porte blindée,3 100 000 DH,"['220 m²', '9 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']"
Appartements Casablanca,Al Qods à Casablanca,33.57544227068509,-7.569580078125,Appartement à vendre,950 000 DH,"['91 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '2ème étage']"
Appartements Casablanca,Ain Borja à Casablanca,,,A vendre un appartement à ain borja,1 058 000 DH,"['92 m²', '5 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '1er étage']"
Appartements Casablanca,Al Qods à Casablanca,33.61472650938991,-7.485895156860323,Bel appart res bagdad 85/m asc parking,810 000 DH,"['85 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '3ème étage']"
Appartements Casablanca,Oulfa à Casablanca,,,Bel appartement à vendre à Oulfa. 3 pièces confortables,300 000 DH,"['50 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état']"
Maisons Casablanca,Hay Lalla Meriem à Casablanca,33.559848692145394,-7.552062509915316,Très belle maison en vente à Hay Lalla Meriem. Surface de 48 m².,550 000 DH,"['48 m²', '2 Pièces', '5 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans']"
Appartements Casablanca,Hay Zobir à Casablanca,33.583556471073265,-7.579107284545898,Appartement à vendre Lot Safaa au quartier zoubir,580 000 DH,"['76 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '20-30 ans', '3ème étage']"
Villas & maisons de luxe Casablanca,Hermitage à Casablanca,33.57089936469496,-7.620348930358887,Villa dans une rue calme,8 800 000 DH,"['880 m²', '10 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '20-30 ans']"
Villas & maisons de luxe Casablanca,Racine Extension à Casablanca,,,Villa à fort potentiel,7 980 000 DH,"['420 m²', '7 Pièces', '4 Chambres', '2 Salles de bains', 'À rénover', '20-30 ans']"
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa à Paranfa,20 631 000 DH,"['1058 m²', '9 Pièces', '4 Chambres', '4 Salles de bains', 'À rénover', '20-30 ans']"
Villas & maisons de luxe Casablanca,Aïn Sebaâ à Casablanca,,,Villa de luxe à vendre à Aïn Sebaâ. Surface totale 631 m².,8 834 000 DH,['631 m²']
Appartements Casablanca,Al Qods à Casablanca,33.557167523684654,-7.59829044342041,Vente d'un bel appartement à Al Qods,,"['74 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '2ème étage']"
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa haut standing piscine vue sur mer,45 000 DH,"['667 m²', '5 Pièces', '4 Chambres', '3 Salles de bains']"
Appartements Casablanca,Al Hadika à Casablanca,33.577507819590124,-7.511675961376966,Superbe appartement à vendre à ryad alHadika. 2 pièces. Antenne parabolique et sécurité,,"['70 m²', '2 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '2ème étage']"
Appartements Casablanca,Casablanca Finance City à Casablanca,33.564963472203374,-7.657341957092143,SUPERBE Appartement dans un ECRIN de VERDURE,2 350 000 DH,"['104 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Sidi Maarouf à Casablanca,,,Superbe appartement à vendre à Sidi Maarouf. Superficie 49 m²,500 000 DH,"['49 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '1er étage']"
Appartements Casablanca,Hay Tasahol à Casablanca,33.603227186334585,-7.644596584059343,Appartement à l'achat à Bd Bourgogne. 3 pièces. Grande terrasse,630 000 DH,"['83 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'À rénover', '20-30 ans', '4ème étage']"
Maisons Casablanca,Hay M'barka à Casablanca,33.61412166800913,-7.502221187403421,Très belle maison en vente à Hay M'barka. Surface totale 220 m². Terrasse et jardin,,"['220 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '30-50 ans']"
Appartements Casablanca,Les princesses à Casablanca,,,Les princesses vente appartement terrasse,1 950 000 DH,"['160 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Casablanca Finance City à Casablanca,,,Cfc vente appartement terrasse,2 300 000 DH,"['120 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']"
Appartements Casablanca,Californie à Casablanca,,,Somptueux appartement en vente à Californie,2 500 000 DH,"['144 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '5ème étage']"
Appartements Casablanca,Sidi Moumen à Casablanca,,,Appartement à l'achat à Sidi Moumen. Surface de 59 m²,480 000 DH,"['59 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '1er étage']"
Appartements Casablanca,Oulfa à Casablanca,,,Superbe appartement à vendre à Oulfa. 2 chambres agréables. Parking et ascenseur,1 350 000 DH,"['129 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans', '2ème étage']"
Appartements Casablanca,Roches Noires à Casablanca,33.59907140752743,-7.587089538574219,Appartements luxueux en plein coeur de Casablanca,930 000 DH,"['105 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '3ème étage']"
Appartements Casablanca,Sidi Maarouf à Casablanca,33.51821300640254,-7.644338607788086,Appartement meublé sans vis à via,1 600 000 DH,"['103 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '2ème étage']"
Appartements Casablanca,Oulfa à Casablanca,33.55627344791359,-7.67918586730957,Lotissement ACHARAF 2 Imm 4 App 24 OULFA,,"['46 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '3ème étage']"
Appartements Casablanca,La Gironde à Casablanca,,,"Appartement à la vente, 90 m2, la Gironde",1 150 000 DH,"['90 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Studio De Charme Avec Terrasse Plein Sud 5 em etage,1 100 000 DH,"['62 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '1-5 ans', '5ème étage']"
Villas & maisons de luxe Casablanca,El Manar - El Hank à Casablanca,33.60689931379632,-7.652578353881836,Magnifique Maison Orientée Plein Sud,7 700 000 DH,"['475 m²', '7 Pièces', '5 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']"
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Appartement en vente à Maârif Extension. 3 belles chambres. Terrasse et ascenseur,1 550 000 DH,"['100 m²', '7 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '4ème étage']"
Appartements Casablanca,Franceville à Casablanca,,,Appartement en vente à Franceville. Superficie 128 m². Avec ascenseur et terrasse,2 200 000 DH,"['128 m²', '8 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '4ème étage']"
Appartements Casablanca,Al Qods à Casablanca,33.557167523684654,-7.59829044342041,Vente d'un bel appartement à Al Qods. 2 grandes pièces. Service de concierge et climatisation,870 000 DH,"['100 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Appartement à vendre à Californie. 4 chambres agréables. Salon traditionnel et porte blindée,5 500 000 DH,"['256 m²', '8 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '5-10 ans']"
Appartements Casablanca,Val Fleury à Casablanca,33.57519011717882,-7.636785507202148,Vente d'un bel appartement à Val Fleury. Superficie 220 m². Chauffage central et porte blindée,3 100 000 DH,"['220 m²', '9 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']"
Appartements Casablanca,Al Qods à Casablanca,33.57544227068509,-7.569580078125,Appartement à vendre,950 000 DH,"['91 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '2ème étage']"
Appartements Casablanca,Ain Borja à Casablanca,33.58652382908706,-7.586703300476074,A vendre un appartement à ain borja,1 058 000 DH,"['92 m²', '5 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '1er étage']"
Appartements Casablanca,Al Qods à Casablanca,33.61472650938991,-7.485895156860323,Bel appart res bagdad 85/m asc parking,810 000 DH,"['85 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '3ème étage']"
Appartements Casablanca,Oulfa à Casablanca,,,Bel appartement à vendre à Oulfa. 3 pièces confortables,300 000 DH,"['50 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état']"
Maisons Casablanca,Hay Lalla Meriem à Casablanca,33.559848692145394,-7.552062509915316,Très belle maison en vente à Hay Lalla Meriem. Surface de 48 m².,550 000 DH,"['48 m²', '2 Pièces', '5 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans']"
Appartements Casablanca,Hay Zobir à Casablanca,33.583556471073265,-7.579107284545898,Appartement à vendre Lot Safaa au quartier zoubir,580 000 DH,"['76 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '20-30 ans', '3ème étage']"
Villas & maisons de luxe Casablanca,Hermitage à Casablanca,33.57089936469496,-7.620348930358887,Villa dans une rue calme,8 800 000 DH,"['880 m²', '10 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '20-30 ans']"
Villas & maisons de luxe Casablanca,Racine Extension à Casablanca,33.59056356209817,-7.640819549560547,Villa à fort potentiel,7 980 000 DH,"['420 m²', '7 Pièces', '4 Chambres', '2 Salles de bains', 'À rénover', '20-30 ans']"
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa à Paranfa,20 631 000 DH,"['1058 m²', '9 Pièces', '4 Chambres', '4 Salles de bains', 'À rénover', '20-30 ans']"
Villas & maisons de luxe Casablanca,Aïn Sebaâ à Casablanca,,,Villa de luxe à vendre à Aïn Sebaâ. Surface totale 631 m².,8 834 000 DH,['631 m²']
Appartements Casablanca,Al Qods à Casablanca,33.557167523684654,-7.59829044342041,Vente d'un bel appartement à Al Qods,,"['74 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '2ème étage']"
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa haut standing piscine vue sur mer,45 000 DH,"['667 m²', '5 Pièces', '4 Chambres', '3 Salles de bains']"
Appartements Casablanca,Al Hadika à Casablanca,33.577507819590124,-7.511675961376966,Superbe appartement à vendre à ryad alHadika. 2 pièces. Antenne parabolique et sécurité,,"['70 m²', '2 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '2ème étage']"
Appartements Casablanca,Casablanca Finance City à Casablanca,33.564963472203374,-7.657341957092143,SUPERBE Appartement dans un ECRIN de VERDURE,2 350 000 DH,"['104 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état']"
Appartements Casablanca,Sidi Maarouf à Casablanca,,,Superbe appartement à vendre à Sidi Maarouf. Superficie 49 m²,500 000 DH,"['49 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '1er étage']"
,Hay Tasahol à Casablanca,33.603227186334585,-7.644596584059343,Appartement à l'achat à Bd Bourgogne. 3 pièces. Grande terrasse,630 000 DH,"['83 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'À rénover', '20-30 ans', '4ème étage']"
Maisons Casablanca,Hay M'barka à Casablanca,33.61412166800913,-7.502221187403421,Très belle maison en vente à Hay M'barka. Surface totale 220 m². Terrasse et jardin,,"['220 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '30-50 ans']"
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,,,Vente Villa Quartier Ain Diab Casablanca,8 500 000 DH,"['477 m²', '7 Pièces', '5 Chambres', '4 Salles de bains', 'Bon état', '5-10 ans']"
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa**AinDIAB ((( proche MoroccoMALL )))),16 000 000 DH,"['1050 m²', '6 Pièces', '4 Chambres', '5 Salles de bains', 'Nouveau', '1-5 ans']"
Appartements Casablanca,Moulay Youssef à Casablanca,33.59692665165899,-7.634639739990234,Bel appartement,1 100 000 DH,"['72 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '4ème étage']"
Appartements Casablanca,Oulfa à Casablanca,,,Vend appartement à Oulfa. Superficie 84 m²,700 000 DH,"['84 m²', '6 Pièces', '4 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '3ème étage']"
Appartements Casablanca,Maârif à Casablanca,33.58692250790358,-7.642201520205958,Duplex 215m2 à Racine Boissy d'anglas 4 chambres,4 300 000 DH,"['215 m²', '4 Pièces', '4 Chambres', '2 Salles de bains', 'À rénover', '20-30 ans', '2ème étage']"
Appartements Casablanca,Racine à Casablanca,33.58922587814363,-7.636410130789471,Appartement 256m2 à Racine,4 300 000 DH,"['256 m²', '4 Pièces', '3 Chambres', '1 Salle de bain', 'À rénover', '20-30 ans', '2ème étage']"
Villas & maisons de luxe Casablanca,Anfa à Casablanca,,,Villa vue sur mer depuis le rdc a anfa 4 chambres,16 500 000 DH,"['680 m²', '10 Pièces', '4 Chambres', '5 Salles de bains', 'Nouveau']"
Appartements Casablanca,Lissasfa à Casablanca,33.52837363589382,-7.679100036621094,Immeuble moyen gamme,,"['54 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Nouveau', '3ème étage']"
Appartements Casablanca,Mers Sultan à Casablanca,33.57955216356586,-7.611980438232422,Vente d'un app dans un immeuble de 5 propriétaires,3 500 000 DH,"['222 m²', '3 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '5ème étage']"
Villas & maisons de luxe Casablanca,Anfa à Casablanca,,,"Villa à vendre, Polo",2 800 000 DH,"['178 m²', '8 Pièces', '7 Chambres', '3 Salles de bains', 'À rénover', '50-70 ans']"
Appartements Casablanca,Maârif à Casablanca,,,Studio meublé à Maarif,950 000 DH,"['58 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '5-10 ans', '4ème étage']"
Appartements Casablanca,Nassim 1 à Casablanca,33.52288116185687,-7.659067860766896,Appartement à vendre à Nassim 1.3 grandes pièces. Avec ascenseur et espace vert,,"['59 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '1er étage']"
Appartements Casablanca,Mers Sultan à Casablanca,,,Appartement à l'achat à Mers Sultan. Surface totale 56 m². Ascenseur et places de parking.,,"['56 m²', '2 Pièces', '1 Chambre', '2 Salles de bains', 'Nouveau', '1-5 ans', '1er étage']"
Appartements Casablanca,Les Hôpitaux à Casablanca,33.58027617042447,-7.617344856262179,Bel appartement à vendre Quartier des hôpitaux,1 490 000 DH,"['116 m²', '7 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']"
Appartements Casablanca,Nassim 1 à Casablanca,33.52050282991188,-7.662792205810547,Appartement à vendre,1 680 000 DH,"['105 m²', '3 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '5ème étage']"
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Appartement de haut standing à vendre Maarif,3 200 000 DH,"['220 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '1er étage']"
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Splendide appart de haut standing à vendre Racine,2 450 000 DH,"['164 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '4ème étage']"
Appartements Casablanca,Racine à Casablanca,,,Luxieux a moliere,3 600 000 DH,"['183 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']"
Appartements Casablanca,Moulay Youssef à Casablanca,33.60392372082286,-7.633169889450215,Appartement haut standing à 2mn de la marina,1 050 000 DH,"['74 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '3ème étage']"
Appartements Casablanca,Beausite à Casablanca,33.59933541146033,-7.532393730506754,Appartement à vendre à Beausite. 4 belles chambres. Belle terrasse et jardin.,1 097 600 DH,"['98 m²', '1 Pièce', '4 Chambres', '2 Salles de bains', 'Nouveau']"
Appartements Casablanca,La Floride à Casablanca,33.53745355724901,-7.673379400000016,Appartement à vendre à La Floride. 2 chambres. Porte blindée et système de double vitrage,590 000 DH,"['70 m²', '2 Pièces', '2 Chambres', '1 Salle de bain', 'À rénover', '10-20 ans', '3ème étage']"
Appartements Casablanca,Californie à Casablanca,,,Vend appartement à Californie. Surface de 153 m². Terrasse,1 260 000 DH,"['153 m²', '6 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '2ème étage']"
Appartements Casablanca,Ain Chock à Casablanca,33.53726530537312,-7.616041045279275,"Superbe appartement à vendre à Ain Chock. Superficie 106 m². Salon Marocain, sécurité",1 500 000 DH,"['106 m²', '1 Pièce', '3 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans', '1er étage']"
Appartements Casablanca,Val Fleury à Casablanca,33.57486837112334,-7.635280548804218,Opportunité Très intéressante à saisir vite,2 250 000 DH,"['200 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans']"
Appartements Casablanca,Palmier à Casablanca,,,Vente Appartement Quartier Palmier Casablanca,2 320 000 DH,"['145 m²', '6 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '3ème étage']"
Appartements Casablanca,Oulfa à Casablanca,33.547117579470296,-7.675495147705078,Appt 73m2 Casablanca,729 000 DH,"['73 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '2ème étage']"
Appartements Casablanca,Palmier à Casablanca,33.58378470034323,-7.628594001086725,Appartement à l'achat à Palmier. Sans vis à vis,3 700 000 DH,"['265 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '6ème étage']"
Appartements Casablanca,Triangle d'Or à Casablanca,33.59361111159584,-7.64297068119032,Bel appartement au Triangle d'or avec terrasse,3 000 000 DH,"['175 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '20-30 ans', '1er étage']"
Appartements Casablanca,Hay Chrifa à Casablanca,,,Vente d'un bel appartement à Hay Chrifa. Superficie 130 m². Garage,,"['130 m²', '1 Pièce', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']"
Appartements Casablanca,Triangle d'Or à Casablanca,33.5893123375811,-7.635712623596333,Joii appartement en hauteur à Triangle d'or,2 200 000 DH,"['138 m²', '3 Pièces', '2 Chambres', '3 Salles de bains', 'Bon état', '20-30 ans']"
Appartements Casablanca,Oulfa à Casablanca,,,Bel appartement à vendre à Oulfa. 2 belles chambres. Salon traditionnel et système d'antenne parabolique,,"['84 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '4ème étage']"
Villas & maisons de luxe Casablanca,Derb Ghalef à Casablanca,,,Villa à vendre à Derb Ghalef,,"['390 m²', '12 Pièces', '7 Chambres', '4 Salles de bains', 'À rénover']"
Appartements Casablanca,Ain Chock à Casablanca,,,Appartement bien sécurisé sur BD TAH,690 000 DH,"['75 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '4ème étage']"
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,"Appartement à la vente, 100 m2, Maarif extension",1 550 000 DH,"['100 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '3ème étage']"
Appartements Casablanca,Gauthier à Casablanca,33.58891909184207,-7.628674507141113,Luxe dernier etage terrasse vue sur casablanca,5 000 000 DH,"['290 m²', '5 Pièces', '3 Chambres', '4 Salles de bains', 'Nouveau', '1-5 ans', '10ème étage']"
Appartements Casablanca,Derb Ghalef à Casablanca,,,"Appartement à l'achat à Derb Ghalef. 2 pièces. Salon Marocain, sécurité",,"['127 m²', '2 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '1er étage']"
